Title,Author,Updated,Link,Tag,Search,ID
"Teaching the Pre-trained Model to Generate Simple Texts for Text
  Simplification",Xiaojun Wan,2023-05-21,http://arxiv.org/pdf/2305.12463v1,cs.CL,Large Language Model,2305.12463v1
"GPT Paternity Test: GPT Generated Text Detection with GPT Genetic
  Inheritance",Nenghai Yu,2023-05-21,http://arxiv.org/pdf/2305.12519v1,cs.CL,Large Language Model,2305.12519v1
UP5: Unbiased Foundation Model for Fairness-aware Recommendation,Yongfeng Zhang,2023-05-20,http://arxiv.org/pdf/2305.12090v1,cs.IR,Large Language Model,2305.12090v1
Introspective Tips: Large Language Model for In-Context Decision Making,Dongmei Zhang,2023-05-19,http://arxiv.org/pdf/2305.11598v1,cs.AI,Large Language Model,2305.11598v1
"Controlling the Extraction of Memorized Data from Large Language Models
  via Prompt-Tuning",Rahul Gupta,2023-05-19,http://arxiv.org/pdf/2305.11759v1,cs.CL,Large Language Model,2305.11759v1
Cross-Lingual Supervision improves Large Language Models Pre-training,Orhan Firat,2023-05-19,http://arxiv.org/pdf/2305.11778v1,cs.CL,Large Language Model,2305.11778v1
"Psychologically-informed chain-of-thought prompts for metaphor
  understanding in large language models",Noah D. Goodman,2023-05-19,http://arxiv.org/pdf/2209.08141v2,cs.CL,Large Language Model,2209.08141v2
"Why think step by step? Reasoning emerges from the locality of
  experience",Noah D. Goodman,2023-05-19,http://arxiv.org/pdf/2304.03843v2,cs.AI,Large Language Model,2304.03843v2
"Writing your own book: A method for going from closed to open book QA to
  improve robustness and performance of smaller LLMs",Nozha Boujemaa,2023-05-18,http://arxiv.org/pdf/2305.11334v1,cs.CL,Large Language Model,2305.11334v1
LIMA: Less Is More for Alignment,Omer Levy,2023-05-18,http://arxiv.org/pdf/2305.11206v1,cs.CL,Large Language Model,2305.11206v1
Augmented Large Language Models with Parametric Knowledge Guiding,Daxin Jiang,2023-05-18,http://arxiv.org/pdf/2305.04757v2,cs.CL,Large Language Model,2305.04757v2
"Explaining black box text modules in natural language with language
  models",Jianfeng Gao,2023-05-17,http://arxiv.org/pdf/2305.09863v1,cs.AI,Large Language Model,2305.09863v1
A Survey on Zero Pronoun Translation,Zhaopeng Tu,2023-05-17,http://arxiv.org/pdf/2305.10196v1,cs.CL,Large Language Model,2305.10196v1
"Knowledge Graph Completion Models are Few-shot Learners: An Empirical
  Study of Relation Labeling in E-commerce with LLMs",Kannan Achan,2023-05-17,http://arxiv.org/pdf/2305.09858v1,cs.IR,Large Language Model,2305.09858v1
WeLM: A Well-Read Pre-trained Language Model for Chinese,Jie Zhou,2023-05-16,http://arxiv.org/pdf/2209.10372v5,cs.CL,Large Language Model,2209.10372v5
"Maybe Only 0.5% Data is Needed: A Preliminary Exploration of Low
  Training Data Instruction Tuning",Junbo Zhao,2023-05-16,http://arxiv.org/pdf/2305.09246v1,cs.AI,Large Language Model,2305.09246v1
"Towards Expert-Level Medical Question Answering with Large Language
  Models",Vivek Natarajan,2023-05-16,http://arxiv.org/pdf/2305.09617v1,cs.CL,Large Language Model,2305.09617v1
"AI-Augmented Surveys: Leveraging Large Language Models for Opinion
  Prediction in Nationally Representative Surveys",Byungkyu Lee,2023-05-16,http://arxiv.org/pdf/2305.09620v1,cs.CL,Large Language Model,2305.09620v1
Self-Prompting Large Language Models for Zero-Shot Open-Domain QA,Hai Zhao,2023-05-16,http://arxiv.org/pdf/2212.08635v2,cs.CL,Large Language Model,2212.08635v2
Small Models are Valuable Plug-ins for Large Language Models,Julian McAuley,2023-05-15,http://arxiv.org/pdf/2305.08848v1,cs.CL,Large Language Model,2305.08848v1
Large Language Model Guided Tree-of-Thought,Jieyi Long,2023-05-15,http://arxiv.org/pdf/2305.08291v1,cs.AI,Large Language Model,2305.08291v1
"Make Prompt-based Black-Box Tuning Colorful: Boosting Model
  Generalization from Three Orthogonal Perspectives",Ming Gao,2023-05-14,http://arxiv.org/pdf/2305.08088v1,cs.CL,Large Language Model,2305.08088v1
"Bridging History with AI A Comparative Evaluation of GPT 3.5, GPT4, and
  GoogleBARD in Predictive Accuracy and Fact Checking",Ceren Ocal Tasar,2023-05-13,http://arxiv.org/pdf/2305.07868v1,cs.CL,Large Language Model,2305.07868v1
How Good are Commercial Large Language Models on African Languages?,Kelechi Ogueji,2023-05-11,http://arxiv.org/pdf/2305.06530v1,cs.CL,Large Language Model,2305.06530v1
"Think Twice: Measuring the Efficiency of Eliminating Prediction
  Shortcuts of Question Answering Models",Petr Sojka,2023-05-11,http://arxiv.org/pdf/2305.06841v1,cs.CL,Large Language Model,2305.06841v1
Exploring Zero and Few-shot Techniques for Intent Classification,Mitul Tiwari,2023-05-11,http://arxiv.org/pdf/2305.07157v1,cs.CL,Large Language Model,2305.07157v1
"Are Machine Rationales (Not) Useful to Humans? Measuring and Improving
  Human Utility of Free-Text Rationales",Xiang Ren,2023-05-11,http://arxiv.org/pdf/2305.07095v1,cs.CL,Large Language Model,2305.07095v1
"CodeIE: Large Code Generation Models are Better Few-Shot Information
  Extractors",Xipeng Qiu,2023-05-11,http://arxiv.org/pdf/2305.05711v2,cs.CL,Large Language Model,2305.05711v2
"Large language models in biomedical natural language processing:
  benchmarks, baselines, and recommendations",Hua Xu,2023-05-10,http://arxiv.org/pdf/2305.16326v1,cs.CL,Large Language Model,2305.16326v1
"LACoS-BLOOM: Low-rank Adaptation with Contrastive objective on 8 bits
  Siamese-BLOOM",Davood Shamsi,2023-05-10,http://arxiv.org/pdf/2305.06404v1,cs.CL,Large Language Model,2305.06404v1
A Glimpse in ChatGPT Capabilities and its impact for AI research,Julian Eggert,2023-05-10,http://arxiv.org/pdf/2305.06087v1,cs.AI,Large Language Model,2305.06087v1
"On Reality and the Limits of Language Data: Aligning LLMs with Human
  Norms",Ehsan Shareghi,2023-05-09,http://arxiv.org/pdf/2208.11981v2,cs.CL,Large Language Model,2208.11981v2
"FrugalGPT: How to Use Large Language Models While Reducing Cost and
  Improving Performance",James Zou,2023-05-09,http://arxiv.org/pdf/2305.05176v1,cs.LG,Large Language Model,2305.05176v1
Creating a Large Language Model of a Philosopher,Anna Strasser,2023-05-09,http://arxiv.org/pdf/2302.01339v2,cs.CL,Large Language Model,2302.01339v2
BloombergGPT: A Large Language Model for Finance,Gideon Mann,2023-05-09,http://arxiv.org/pdf/2303.17564v2,cs.LG,Large Language Model,2303.17564v2
Prompted LLMs as Chatbot Modules for Long Open-domain Conversation,Kangwook Lee,2023-05-08,http://arxiv.org/pdf/2305.04533v1,cs.CL,Large Language Model,2305.04533v1
Algebra Error Classification with Large Language Models,Andrew Lan,2023-05-08,http://arxiv.org/pdf/2305.06163v1,cs.CL,Large Language Model,2305.06163v1
Accessible Instruction-Following Agent,Kairui Zhou,2023-05-08,http://arxiv.org/pdf/2305.06358v1,cs.AI,Large Language Model,2305.06358v1
"Imitation versus Innovation: What children can do that large language
  and language-and-vision models cannot (yet)?",Alison Gopnik,2023-05-08,http://arxiv.org/pdf/2305.07666v1,cs.AI,Large Language Model,2305.07666v1
Large Language Models Meet NL2Code: A Survey,Jian-Guang Lou,2023-05-08,http://arxiv.org/pdf/2212.09420v2,cs.SE,Large Language Model,2212.09420v2
"Unlocking Practical Applications in Legal Domain: Evaluation of GPT for
  Zero-Shot Semantic Annotation of Legal Texts",Jaromir Savelka,2023-05-08,http://arxiv.org/pdf/2305.04417v1,cs.CL,Large Language Model,2305.04417v1
"Causal Reasoning and Large Language Models: Opening a New Frontier for
  Causality",Chenhao Tan,2023-05-08,http://arxiv.org/pdf/2305.00050v2,cs.AI,Large Language Model,2305.00050v2
"Spam-T5: Benchmarking Large Language Models for Few-Shot Email Spam
  Detection",Sean Moran,2023-05-07,http://arxiv.org/pdf/2304.01238v3,cs.CL,Large Language Model,2304.01238v3
"Language Models Don't Always Say What They Think: Unfaithful
  Explanations in Chain-of-Thought Prompting",Samuel R. Bowman,2023-05-07,http://arxiv.org/pdf/2305.04388v1,cs.CL,Large Language Model,2305.04388v1
"Plan, Eliminate, and Track -- Language Models are Good Teachers for
  Embodied Agents",Shrimai Prabhumoye,2023-05-07,http://arxiv.org/pdf/2305.02412v2,cs.CL,Large Language Model,2305.02412v2
Refining the Responses of LLMs by Themselves,Tiansheng Xu,2023-05-06,http://arxiv.org/pdf/2305.04039v1,cs.CL,Large Language Model,2305.04039v1
"Improved Logical Reasoning of Language Models via Differentiable
  Symbolic Programming",Eric Xing,2023-05-05,http://arxiv.org/pdf/2305.03742v1,cs.AI,Large Language Model,2305.03742v1
Few-shot In-context Learning for Knowledge Base Question Answering,Wenhu Chen,2023-05-04,http://arxiv.org/pdf/2305.01750v2,cs.CL,Large Language Model,2305.01750v2
"Principle-Driven Self-Alignment of Language Models from Scratch with
  Minimal Human Supervision",Chuang Gan,2023-05-04,http://arxiv.org/pdf/2305.03047v1,cs.LG,Large Language Model,2305.03047v1
AutoML-GPT: Automatic Machine Learning with GPT,Mingyuan Zhou,2023-05-04,http://arxiv.org/pdf/2305.02499v1,cs.CL,Large Language Model,2305.02499v1
Language Models are Few-shot Learners for Prognostic Prediction,Kevin Brown,2023-05-04,http://arxiv.org/pdf/2302.12692v4,cs.CL,Large Language Model,2302.12692v4
Black-box Prompt Tuning with Subspace Learning,Yang Liu,2023-05-04,http://arxiv.org/pdf/2305.03518v1,cs.CL,Large Language Model,2305.03518v1
"Panda LLM: Training Data and Evaluation for Open-Sourced Chinese
  Instruction-Following Large Language Models",Zhanfeng Mo,2023-05-04,http://arxiv.org/pdf/2305.03025v1,cs.CL,Large Language Model,2305.03025v1
"ImpressionGPT: An Iterative Optimizing Framework for Radiology Report
  Summarization with ChatGPT",Xiang Li,2023-05-03,http://arxiv.org/pdf/2304.08448v2,cs.CL,Large Language Model,2304.08448v2
"PTP: Boosting Stability and Performance of Prompt Tuning with
  Perturbation-Based Regularizer",Minhao Cheng,2023-05-03,http://arxiv.org/pdf/2305.02423v1,cs.CL,Large Language Model,2305.02423v1
"A Comprehensive Survey on Pretrained Foundation Models: A History from
  BERT to ChatGPT",Lichao Sun,2023-05-01,http://arxiv.org/pdf/2302.09419v3,cs.AI,Large Language Model,2302.09419v3
"Know your audience: specializing grounded language models with listener
  subtraction",Andrew K. Lampinen,2023-05-01,http://arxiv.org/pdf/2206.08349v2,cs.LG,Large Language Model,2206.08349v2
Evaluating statistical language models as pragmatic reasoners,Joshua B Tenenbaum,2023-05-01,http://arxiv.org/pdf/2305.01020v1,cs.CL,Large Language Model,2305.01020v1
Could a Large Language Model be Conscious?,David J. Chalmers,2023-04-29,http://arxiv.org/pdf/2303.07103v2,cs.AI,Large Language Model,2303.07103v2
"Empirical Analysis of the Strengths and Weaknesses of PEFT Techniques
  for LLMs",Russell Kaplan,2023-04-28,http://arxiv.org/pdf/2304.14999v1,cs.CL,Large Language Model,2304.14999v1
LLaMA-Adapter V2: Parameter-Efficient Visual Instruction Model,Yu Qiao,2023-04-28,http://arxiv.org/pdf/2304.15010v1,cs.CV,Large Language Model,2304.15010v1
ResiDual: Transformer with Dual Residual Connections,Rui Yan,2023-04-28,http://arxiv.org/pdf/2304.14802v1,cs.CL,Large Language Model,2304.14802v1
Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,Xia Hu,2023-04-27,http://arxiv.org/pdf/2304.13712v2,cs.CL,Large Language Model,2304.13712v2
"CONSCENDI: A Contrastive and Scenario-Guided Distillation Approach to
  Guardrail Models for Virtual Assistants",Anitha Kannan,2023-04-27,http://arxiv.org/pdf/2304.14364v1,cs.CL,Large Language Model,2304.14364v1
"Boosting Theory-of-Mind Performance in Large Language Models via
  Prompting",Christopher J. Honey,2023-04-26,http://arxiv.org/pdf/2304.11490v3,cs.AI,Large Language Model,2304.11490v3
"GrIPS: Gradient-free, Edit-based Instruction Search for Prompting Large
  Language Models",Mohit Bansal,2023-04-26,http://arxiv.org/pdf/2203.07281v2,cs.CL,Large Language Model,2203.07281v2
Compressing Sentence Representation with maximum Coding Rate Reduction,Domagoj Matijević,2023-04-25,http://arxiv.org/pdf/2304.12674v1,cs.CL,Large Language Model,2304.12674v1
Augmenting Interpretable Models with LLMs during Training,Jianfeng Gao,2023-04-25,http://arxiv.org/pdf/2209.11799v3,cs.AI,Large Language Model,2209.11799v3
Differentiate ChatGPT-generated and Human-written Medical Texts,Xiang Li,2023-04-23,http://arxiv.org/pdf/2304.11567v1,cs.CL,Large Language Model,2304.11567v1
Divide and Prompt: Chain of Thought Prompting for Text-to-SQL,Zhao Tan,2023-04-23,http://arxiv.org/pdf/2304.11556v1,cs.CL,Large Language Model,2304.11556v1
"Can ChatGPT Reproduce Human-Generated Labels? A Study of Social
  Computing Tasks",Gareth Tyson,2023-04-22,http://arxiv.org/pdf/2304.10145v2,cs.AI,Large Language Model,2304.10145v2
"Who's the Best Detective? LLMs vs. MLs in Detecting Incoherent Fourth
  Grade Math Answers",Roberto Araya,2023-04-21,http://arxiv.org/pdf/2304.11257v1,cs.CL,Large Language Model,2304.11257v1
Inducing anxiety in large language models increases exploration and bias,Eric Schulz,2023-04-21,http://arxiv.org/pdf/2304.11111v1,cs.CL,Large Language Model,2304.11111v1
"ChatABL: Abductive Learning via Natural Language Interaction with
  ChatGPT",Tuo Zhang,2023-04-21,http://arxiv.org/pdf/2304.11107v1,cs.CL,Large Language Model,2304.11107v1
Phoenix: Democratizing ChatGPT across Languages,Haizhou Li,2023-04-20,http://arxiv.org/pdf/2304.10453v1,cs.CL,Large Language Model,2304.10453v1
"Catch Me If You Can: Identifying Fraudulent Physician Reviews with Large
  Language Models Using Generative Pre-Trained Transformers",Ritu Agarwal,2023-04-19,http://arxiv.org/pdf/2304.09948v1,cs.CL,Large Language Model,2304.09948v1
"Stochastic Parrots Looking for Stochastic Parrots: LLMs are Easy to
  Fine-Tune and Hard to Detect with other LLMs",Rachid Guerraoui,2023-04-18,http://arxiv.org/pdf/2304.08968v1,cs.CL,Large Language Model,2304.08968v1
"An Evaluation on Large Language Model Outputs: Discourse and
  Memorization",Si-Qing Chen,2023-04-17,http://arxiv.org/pdf/2304.08637v1,cs.CL,Large Language Model,2304.08637v1
Visual Instruction Tuning,Yong Jae Lee,2023-04-17,http://arxiv.org/pdf/2304.08485v1,cs.CV,Large Language Model,2304.08485v1
"InstructUIE: Multi-task Instruction Tuning for Unified Information
  Extraction",Chunsai Du,2023-04-17,http://arxiv.org/pdf/2304.08085v1,cs.CL,Large Language Model,2304.08085v1
"Solving Math Word Problems by Combining Language Models With Symbolic
  Solvers",Noah D. Goodman,2023-04-16,http://arxiv.org/pdf/2304.09102v1,cs.CL,Large Language Model,2304.09102v1
"Semantic Uncertainty: Linguistic Invariances for Uncertainty Estimation
  in Natural Language Generation",Sebastian Farquhar,2023-04-15,http://arxiv.org/pdf/2302.09664v3,cs.CL,Large Language Model,2302.09664v3
Prompt Engineering and Calibration for Zero-Shot Commonsense Reasoning,Chenkai Ma,2023-04-14,http://arxiv.org/pdf/2304.06962v1,cs.CL,Large Language Model,2304.06962v1
"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and
  Ethics) Evaluation: A Review",Kapal Dev,2023-04-13,http://arxiv.org/pdf/2305.03123v1,cs.CY,Large Language Model,2305.03123v1
How Useful are Educational Questions Generated by Large Language Models?,Iulian Serban,2023-04-13,http://arxiv.org/pdf/2304.06638v1,cs.CL,Large Language Model,2304.06638v1
Mind meets machine: Unravelling GPT-4's cognitive psychology,Sukhpal Singh Gill,2023-04-12,http://arxiv.org/pdf/2303.11436v2,cs.CL,Large Language Model,2303.11436v2
"Large Language Models as Master Key: Unlocking the Secrets of Materials
  Science with GPT",Bram Hoex,2023-04-12,http://arxiv.org/pdf/2304.02213v5,cs.CL,Large Language Model,2304.02213v5
Semantic Feature Verification in FLAN-T5,Timothy T. Rogers,2023-04-12,http://arxiv.org/pdf/2304.05591v1,cs.CL,Large Language Model,2304.05591v1
Toxicity in ChatGPT: Analyzing Persona-assigned Language Models,Karthik Narasimhan,2023-04-11,http://arxiv.org/pdf/2304.05335v1,cs.CL,Large Language Model,2304.05335v1
Human-machine cooperation for semantic feature listing,Timothy T. Rogers,2023-04-11,http://arxiv.org/pdf/2304.05012v1,cs.CL,Large Language Model,2304.05012v1
Inference with Reference: Lossless Acceleration of Large Language Models,Furu Wei,2023-04-10,http://arxiv.org/pdf/2304.04487v1,cs.CL,Large Language Model,2304.04487v1
Does Synthetic Data Generation of LLMs Help Clinical Text Mining?,Xia Hu,2023-04-10,http://arxiv.org/pdf/2303.04360v2,cs.CL,Large Language Model,2303.04360v2
Training Language Models with Language Feedback at Scale,Ethan Perez,2023-04-09,http://arxiv.org/pdf/2303.16755v2,cs.CL,Large Language Model,2303.16755v2
"Can ChatGPT and Bard Generate Aligned Assessment Items? A Reliability
  Analysis against Human Performance",Abdolvahab Khademi,2023-04-09,http://arxiv.org/pdf/2304.05372v1,cs.CL,Large Language Model,2304.05372v1
"Large Language Models Still Can't Plan (A Benchmark for LLMs on Planning
  and Reasoning about Change)",Subbarao Kambhampati,2023-04-08,http://arxiv.org/pdf/2206.10498v3,cs.CL,Large Language Model,2206.10498v3
"Complex QA and language models hybrid architectures, Survey",Elisabeth Murisasco,2023-04-07,http://arxiv.org/pdf/2302.09051v4,cs.CL,Large Language Model,2302.09051v4
"Can Large Language Models Play Text Games Well? Current State-of-the-Art
  and Open Questions",Hongyuan Mei,2023-04-06,http://arxiv.org/pdf/2304.02868v1,cs.CL,Large Language Model,2304.02868v1
Instruction Tuning with GPT-4,Jianfeng Gao,2023-04-06,http://arxiv.org/pdf/2304.03277v1,cs.CL,Large Language Model,2304.03277v1
